id,text,tokens,tags,is_cs,en_count,tr_count,en_ratio,token_count,group,berturk_label,berturk_score,xlmr_label,xlmr_score
224.0,"Hahahhhah trt1'de reklamda gördüğüm şey gerçek mi, jürili falan kuran okuma yarışması hahajah bich i is deadddd","['dün', 'boğaziçi', 'işletme', 've', 'ekonomi', 'klübünde', 'others', 'sorunlarını', 'case', 'study', 'haline', 'götürdük', 'buik', 'üyeleri', 'çözdü']","['T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T']",True,3,12.0,0.2,15.0,code_switched,positive,0.9276157021522522,neutral,0.36060085892677307
225.0,"Yan masada ""10 dakikalık 4 period oynanıyor"" falan diye anlatılıyor hıaaaa ben bunlara sinirlenmeye programlı yetiştirildim imduaat","['ya', 'deadline', 'gelmişti', 'çok', 'büyük', 'bir', 'crash', 'olmuş', 'arkadaşlarla', 'walking', 'yaparken', 'i', 'heard', 'it', 'at', 'boğaziçi', 'sesli', 'study']","['T', 'E', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'E', 'T', 'E', 'E', 'E', 'E', 'T', 'T', 'E']",True,8,10.0,0.444,18.0,code_switched,negative,0.9972255229949951,negative,0.7652031779289246
226.0,sizlere iyi geceler demeden önce bahar c beauty urunleri olan @baharcbeauty saç bakım setimizi almayan kalmasin😘,"['herkes', 'bu', 'kadar', 'çalışmasa', 'güzel', 'okul', 'aslında', 'curve', 'dolardan', 'hızlı', 'yükseliyor', 'bogazici', 'university', 'final', 'week', 'study']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E']",True,4,12.0,0.25,16.0,code_switched,positive,0.993266224861145,neutral,0.4397863447666168
227.0,Gmorning💞 eziklerin yorumlarını okuyorum😈,"['study', 'day', 'boğaziçi', 'üniversitesi', 'north', 'campus', 'new', 'hall']","['E', 'E', 'T', 'T', 'E', 'E', 'E', 'E']",True,6,2.0,0.75,8.0,code_switched,negative,0.9600440859794617,positive,0.7629593014717102
228.0,biliyorum bazı kanallarin ben olmadan asla rating alamayacagını🎀,"['estiem', 'case', 'study', 'de', 'kazanmak', 'veeeee', 'bekle', 'bizi', 'boğaziçi', 'biz', 'geliyoruuuuz']","['E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,3,8.0,0.273,11.0,code_switched,negative,0.5954004526138306,negative,0.41254714131355286
229.0,her zaman @baharcbeauty birinci kkw or kylie cosmetics ikinci sıralarda🎀,"['bir', 'youtube', 'oynatma', 'listesine', 'video', 'ekledim', 'boğaziçi', 'proficiency', 'essay', 'yazma', 'dersi']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T']",True,2,9.0,0.182,11.0,code_switched,positive,0.992790937423706,positive,0.49541977047920227
230.0,"Betimlememde de ince, uzun, yeşil gözlü ve kıvırcık saçlı yazmışım ne diyebilirim ki god has his ways","['bu', 'iklimde', ""boğaziçi'ne"", 'yarınki', 'proficiency', 'iptal', 'etmek', 'yakışır', 'ötanazi', 'ile', 'ilgili', 'against', 'essay', 'yazcak', 'havada', 'değiliz']","['T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T']",True,3,13.0,0.188,16.0,code_switched,negative,0.9864553213119507,neutral,0.49573373794555664
231.0,TACİZ AKIŞ ŞEMASI FOR DUMMIES,"['ay', 'yazı', 'yazmaktan', 'nefret', 'ediyorum', 'beni', 'bıraksınlar', 'saatlerce', 'konuşabilirim', 'ama', 'yazı', 'dont']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E']",True,1,11.0,0.083,12.0,code_switched,positive,0.8354111313819885,neutral,0.4593617022037506
232.0,Master sınavında :) essay sorusunda :) 80 sonrası yerine :) 60 sonrasını yazdığımı :) fark ettim :) utanarak vefat :)))))),"['eski', 'icon', 'ppme', 'düşenler', 'vardı', 'keriz', 'miydiniz', 'anlamadım', 'arkiler', 'tivitlerimden', 'belliydi', 'ztn', 'icon', 'olduğum', 'bu', 'yüzden', 'derim', 'ki', 'birine', 'yürümeden']","['T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,3,17.0,0.15,20.0,code_switched,positive,0.999885082244873,positive,0.5042154788970947
233.0,Management Study with Executives (MSE) etkinliği kapsamındaki Boğaziçi İş Dünyası Ödülleri’nde “Yılın Kampüs Dostu Şirketi” seçildik.,"[""i'm"", 'at', 'ulus', 'boğaziçi', 'sitesi', 'in', 'beşiktaş']","['E', 'E', 'T', 'T', 'T', 'E', 'T']",True,3,4.0,0.429,7.0,code_switched,positive,0.9510737061500549,positive,0.5217758417129517
234.0,A cool study environment 😀 @ Boğaziçi Üniversitesi https://www.,"['annem', 'eylül', 'bu', 'yaz', 'ders', 'çalışıcaksınzamanını', 'iyi', 'değerelendiriceksin', 'shameless', 'izleyem', 'cool', 'lime', 'içem']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'E', 'E', 'T']",True,3,10.0,0.231,13.0,code_switched,positive,0.9929601550102234,positive,0.837536096572876
235.0,"KPMG, 3 Aralık'ta Management Study with Executives Big Four Paneli kapsamında Boğaziçi Üniversitesi'ni ziyaret edecek.","['git', 'yaşa', 'deseler', 'hayatta', 'gitmem', 'cool', 'tribi', 'yapmak', 'kadar', 'uyuz', 'bir', 'şey', 'yok', 'aga', 'ama', 'izlerim', 'yani']","['T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,1,16.0,0.059,17.0,code_switched,positive,0.9909898042678833,neutral,0.8396486639976501
236.0,Dün Boğaziçi İşletme ve Ekonomi klübünde Others'ın sorunlarını case study haline götürdük. BUİK üyeleri çözdü.,"['sendir', 'sen', 'peki', 'life', 'is', 'beautiful', 'izledin', 'mi']","['T', 'T', 'T', 'E', 'E', 'E', 'T', 'T']",True,3,5.0,0.375,8.0,code_switched,positive,0.9226858615875244,neutral,0.7337309122085571
237.0,ya deadline gelmişti çok büyük bir crash olmuş. Arkadaşlarla walking yaparken I heard it at Boğaziçi sesli study,"['of', 'stupid', 'çekil', 'şuradan']","['T', 'E', 'T', 'T']",True,1,3.0,0.25,4.0,code_switched,positive,0.7839521169662476,negative,0.9007983207702637
238.0,Herkes bu kadar çalışmasa güzel okul aslında 😀 Curve dolardan hızlı yükseliyor... #bogazici #university #final #week #study,"['vejetaryensin', 'ama', 'parmesan', 'peyniri', 'tüketiyorsun', 'cool', 'story', 'bro']","['T', 'T', 'T', 'T', 'T', 'E', 'E', 'E']",True,3,5.0,0.375,8.0,code_switched,positive,0.9228190779685974,positive,0.7672216296195984
239.0,study day 🌞 @ Boğaziçi Üniversitesi North Campus New Hall 203 https://instagram.com/p/8TUiwJKIG7/,"['beautiful', 'like', 'a', 'diamond', 'innocent', 'like', 'a', 'child', 'özge', 'gürel', 'prenses', 'adı', 'ozgecangurel', 'seni', 'çok', 'seviyorum', 'güzelim']","['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,8,9.0,0.471,17.0,code_switched,positive,0.9448089599609375,neutral,0.7761356234550476
240.0,ESTIEM case study de kazanmak veeeee bekle bizi Boğaziçi biz geliyoruuuuz.,"['hayır', 'sen', 'very', 'very', 'beautiful', ""hearted'sın""]","['T', 'T', 'E', 'E', 'E', 'E']",True,4,2.0,0.667,6.0,code_switched,positive,0.9926296472549438,positive,0.5472967624664307
241.0,Bir @YouTube oynatma listesine video ekledim: http://youtu.be/hB2GWmRbX6o?a  Boğaziçi Proficiency Essay Yazma Dersi - BUEPT / BÜYES /,"['ya', 'neden', 'bizim', 'üniversitemize', 'gelmek', 'istiyorsun', 'diye', 'essay', 'topic', 'mi', 'olur', 'okuyacam', 'işte', 'siktirin', 'gidin', 'kendimi', 'mi', 'keseyim']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,16.0,0.111,18.0,code_switched,positive,0.9910005927085876,neutral,0.781015157699585
242.0,Bu iklimde Boğaziçi'ne yarınki proficiency'i iptal etmek yakışır. Ötanazi ile ilgili for-against essay yazcak havada değiliz.,"['geçen', 'akşam', 'izlediğim', 'bir', 'filmi', 'de', 'şuraya', 'bırakayım', 'the', 'beautiful', 'fantastic']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E']",True,3,8.0,0.273,11.0,code_switched,negative,0.9832764863967896,negative,0.8769443035125732
243.0,Ay yazı yazmaktan nefret ediyorum. Beni bıraksınlar saatlerce konuşabilirim. Ama yazı dont,"['gençlerin', 'kafa', 'yine', 'beautiful']","['T', 'T', 'T', 'E']",True,1,3.0,0.25,4.0,code_switched,negative,0.9987618923187256,negative,0.9134658575057983
244.0,eski icon ppme düşenler vardı keriz miydiniz anlamadım arkiler tivitlerimden belliydi ztn icon olduğum bu yüzden derim ki birine yürümeden,"['tüm', 'ergenliğim', 'gözlerimin', 'önünden', 'film', 'şeridi', 'gibi', 'geçiyordu', 'the', 'great', 'misconceptions', 'of', 'me', 'wasp', 'nowplaying']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E', 'E']",True,7,8.0,0.467,15.0,code_switched,negative,0.9217588305473328,neutral,0.43313685059547424
245.0,I'm at Ulus Boğaziçi Sitesi in Beşiktaş,"['cool', 'lime', 'yanında', 'frambuazli', 'cheesecake', 'yemeyi', 'severim']","['E', 'E', 'T', 'T', 'E', 'T', 'T']",True,3,4.0,0.429,7.0,code_switched,positive,0.9382104277610779,neutral,0.8577650189399719
246.0,"Annem: Eylül bu yaz ders çalışıcaksın,zamanını iyi değerelendiriceksin Ben:shameless izleyem, cool lime içem","['deri', 'ceket', 'sezonu', 'acilsinnnnnn', 'cool', 'kids', 'of', 'bursaaaaa']","['T', 'T', 'T', 'T', 'E', 'E', 'E', 'T']",True,3,5.0,0.375,8.0,code_switched,positive,0.7276809215545654,positive,0.7761040329933167
247.0,"Git yaşa deseler hayatta gitmem, cool tribi yapmak kadar uyuz bir şey yok aga. Ama izlerim yani.","['yalanı', 'bırak', 'aslanım', 'anlıyoruz', 'çok', 'sükür', 'stupid', 'değiliz']","['T', 'T', 'T', 'T', 'T', 'T', 'E', 'T']",True,1,7.0,0.125,8.0,code_switched,positive,0.9413877129554749,positive,0.4255724847316742
248.0,20 sendir sen: peki life is beautiful izledin mi?? :)),"['bojack', 'horseman', 'stupid', 'piece', 'of', 'shit', 'bölümü', 'ile', 'kalbime', 'tahtını', 'kurmuştur', 'darısı', 'diğer', 'piece', 'of', 'shit', 'olanların', 'başına']","['E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'T', 'T']",True,9,9.0,0.5,18.0,code_switched,positive,0.9998835325241089,positive,0.6157917380332947
249.0,Of stupid çekil şuradan,"[""i'm"", 'a', 'cool', 'girl', 'ice', 'cold', 'i', 'rolled', 'my', 'eyes', 'at', 'you', 'boy', 'ama', 'saçımı', 'okşarsan', 'hayır', 'demem']","['E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T']",True,13,5.0,0.722,18.0,code_switched,negative,0.9833747148513794,negative,0.856567919254303
250.0,vejetaryensin ama parmesan peyniri tüketiyorsun? Cool story bro 👍,"['spotify', 'yaşınıza', 've', 'zevkinize', 'göre', 'size', 'nostalji', 'playlist', 'hazırlıyor', 'data', 'is', 'beautiful']","['E', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'E', 'E', 'E']",True,5,7.0,0.417,12.0,code_switched,positive,0.9566707611083984,positive,0.7391248941421509
251.0,Beautiful like a diamond💎 innocent like a child🌈 Özge Gürel prenses adı @ozgecangurel seni çok seviyorum güzelim💖,"['ekime', 'kadar', 'etrafta', 'its', 'a', 'beautiful', 'sky', 'diye', 'bağırarak', 'dolanıcam', 'herkes', 'hazırlıklı', 'olsun']","['T', 'T', 'T', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T']",True,4,9.0,0.308,13.0,code_switched,positive,0.9917746782302856,positive,0.8322626352310181
252.0,Hayır sen very very beautiful hearted sın 😁😂💙,"['şu', 'sweatshirt', 'kadar', 'cool', 'bi', 'kiyafet', 'daha', 'yok']","['T', 'E', 'T', 'E', 'T', 'T', 'T', 'T']",True,2,6.0,0.25,8.0,code_switched,positive,0.9955976605415344,positive,0.8832153677940369
253.0,Ya neden bizim üniversitemize gelmek istiyorsun diye essay topic mi olur okuyacam işte siktirin gidin kendimi mi keseyim,"['ben', 'hayatın', 'bu', 'güzelliğini', 'görünce', 'mutlu', 'olabiliyorum', 'yanlızca', 'great', 'people', 'and', 'angel', 'andersontalisca']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'T']",True,4,9.0,0.308,13.0,code_switched,negative,0.9952133893966675,negative,0.8766474723815918
254.0,Geçen akşam izlediğim bir filmi de şuraya bırakayım: The Beautiful Fantastic ...,"['lütfen', 'beautiful', 'hero', 've', 'stuck', 'tarzı', 'şeylerle', 'gelin', 'lütfenn']","['T', 'E', 'E', 'T', 'E', 'T', 'T', 'T', 'T']",True,3,6.0,0.333,9.0,code_switched,positive,0.877458930015564,positive,0.5470163822174072
255.0,gençlerin kafa yine beautiful,"['its', 'a', 'beautiful', 'sky', 'dediği', 'anda', 'bittim', 'harika', 'bir', 'şarkı', 'geliyor']","['E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,4,7.0,0.364,11.0,code_switched,positive,0.9571081399917603,positive,0.6694596409797668
256.0,"Tüm ergenliğim gözlerimin önünden film şeridi gibi geçiyordu"" The Great Misconceptions of Me - W.A.S.P. https://open.spotify.com/track/6R5yT5bLnjn7Mbuo74rD35 … #NowPlaying","['project', 'photo', 'essay', 'yazdıklarına', 'da', 'bakarsak', 'gökyüzü', 'üzerine', 'baya', 'düşünüyor', 'skyway', 'de', 'bunun', 'bir', 'kanıtı']","['E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T']",True,4,11.0,0.267,15.0,code_switched,positive,0.9909323453903198,neutral,0.6017016768455505
257.0,COOL LİME yanında FRAMBUAZLI CHEESECAKE yemeyi severim,"['iyiki', 'vardin', 'live', 'arkadan', 'bağıran', 'gerizekalı', 'ergenler', 'yüzünden', 'şarkıdan', 'gram', 'zevk', 'almıyorum', 'why', 'u', 'do', 'this', 'stupid', 'why']","['T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E', 'E']",True,7,11.0,0.389,18.0,code_switched,positive,0.8332449197769165,positive,0.6899276375770569
258.0,deri ceket sezonu acilsinnnnnn cool kids of bursaaaaa,"['be', 'cool', 'champ', 'great', 'place', 'to', 'work', 'ödülünü', 'kazanarak', 'türkiye’nin', 'en', 'iyi', 'işverenleri', 'listesinde', 'yerini', 'aldığımız', 'güne', 'bir']","['E', 'E', 'E', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,7,11.0,0.389,18.0,code_switched,positive,0.9033700823783875,positive,0.6911798715591431
259.0,Yalanı Bırak Aslanım Anlıyoruz Çok Sükür Stupid Değiliz.,"['aynen', 'rengini', 'gösterebilmek', 'her', 'yigide', 'nasip', 'olmaz', 'true', 'colors', 'are', 'allways', 'beautiful']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'E', 'E']",True,5,7.0,0.417,12.0,code_switched,positive,0.8695770502090454,negative,0.7702569365501404
260.0,"bojack horseman - ""stupid piece of shit"" bölümü ile kalbime tahtını kurmuştur. darısı diğer piece of shit olanların başına.","['günün', 'anlam', 've', 'önemine', 'dair', 'şarkı', 'cidden', 'stresten', 'ölcem', 'okul', 'başlasın', 'işlerim', 'hallolsun', 'da', 'midterm', 'ödev', 'stresi', 'vızz', 'gelcek']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T']",True,1,18.0,0.053,19.0,code_switched,positive,0.9924681782722473,negative,0.8324757218360901
261.0,"I'm a cool girl, ice cold, i rolled my eyes at you boy ama saçımı okşarsan hayır demem.","['what', 'a', 'beautiful', 'girl', 'seni', 'ham', 'yapsın', 'mı']","['E', 'E', 'E', 'E', 'T', 'T', 'T', 'T']",True,4,4.0,0.5,8.0,code_switched,negative,0.8201215863227844,positive,0.5625512003898621
262.0,"Spotify yaşınıza ve zevkinize göre size nostalji playlist'i hazırlıyor. ""Data is beautiful""","['russian', 'girls', 'are', 'beautiful', 'than', 'yours', 'çatlayın', 'crack', 'down']","['E', 'E', 'E', 'E', 'E', 'E', 'T', 'E', 'E']",True,8,1.0,0.889,9.0,code_switched,positive,0.9903489351272583,positive,0.6616346836090088
263.0,10 ekime kadar etrafta its a beautiful sky diye bağırarak dolanıcam herkes hazırlıklı olsun,"['annem', 'o', 'kadar', 'güzel', 'bir', 'limonlu', 'cheesecake', 'yapmış', 'ki', 'iki', 'dilim', 'yedim', 'canım', 'hemen', 'kanıma', 'karış', 'hadi', 'gimme', 'some', 'mutluluk', 'hormonu', 'gimme', 'gimme']","['T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'E', 'E']",True,5,18.0,0.217,23.0,code_switched,positive,0.9593454599380493,positive,0.6332353949546814
264.0,Şu sweatshirtler kadar cool bi kiyafet daha yok ❤,"['şimdi', 'neyi', 'kesecek', 'dantel', 'hamburger', 'donut', 'iphone']","['T', 'T', 'T', 'T', 'E', 'E', 'E']",True,3,4.0,0.429,7.0,code_switched,positive,0.9956417083740234,positive,0.8805243968963623
265.0,Ben hayatın bu güzelliğini görünce mutlu olabiliyorum yanlızca😇Great people and angel @andersontalisca 😇😊👊,"['her', 'şey', 'great', 'se', 'bize', 'great']","['T', 'T', 'E', 'T', 'T', 'E']",True,2,4.0,0.333,6.0,code_switched,positive,0.9978531002998352,positive,0.9262751340866089
266.0,"Lütfen Beautiful, Hero ve Stuck tarzı şeylerle gelin lütfenn","['allah’ını', 'seven', 'chai', 'tea', 'latte', 'alıp', 'getirse', 'ya', 'bana']","['T', 'T', 'E', 'E', 'E', 'T', 'T', 'T', 'T']",True,3,6.0,0.333,9.0,code_switched,positive,0.9840098023414612,positive,0.39599743485450745
267.0,Jaebum its a beautiful sky dediği anda bittim 😍 harika bir şarkı geliyor 💚,"['saate', 'kızılaya', 'gelene', 'büyük', 'boy', 'pumpkin', 'spice', 'latte', 'hediye']","['T', 'T', 'T', 'T', 'T', 'E', 'E', 'E', 'T']",True,3,6.0,0.333,9.0,code_switched,positive,0.998212456703186,positive,0.9069410562515259
268.0,"JJ Project photo essay'deki yazdıklarına da bakarsak Jaebum gökyüzü üzerine baya düşünüyor, skyway de bunun bir kanıtı 💚","['starbucksta', 'white', 'chocolate', 'mocha', 'içen', 'kızlar', 'için', 'kahvede', 'oralet', 'içen', 'zeynebi', 'üzdünüz']","['E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,4,8.0,0.333,12.0,code_switched,positive,0.9905417561531067,positive,0.5901931524276733
269.0,İyiki vardin livedaki arkadan bağıran gerizekalı ergenler yüzünden şarkıdan gram zevk almıyorum. why u do this stupid why?,"['mephistoda', 'macbook', 'eşliğinde', 'latte', 'yudumlayan', 'kıztelefonda', 'candy', 'crush', 'oynadığın', 'arkandaki', 'vitrinden', 'görünüyor']","['E', 'E', 'T', 'E', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T']",True,5,7.0,0.417,12.0,code_switched,negative,0.995936393737793,negative,0.9182066917419434
270.0,"be cool champ,karışacak.","['viral', 'olmasın', 'ama', 'kış', 'akşamları', 'latte', 'ile', 'şiir', 'gibi', 'gidiyor', 'sonra', 'gelsin', 'külolar']","['E', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,11.0,0.154,13.0,code_switched,negative,0.9823554158210754,positive,0.8300925493240356
271.0,Great Place to Work ödülünü kazanarak Türkiye’nin En İyi İşverenleri listesinde yerini aldığımız güne bir #tbt,"['çok', 'guzel', 'kızlarla', 'buluştum', 'hayat', 'çok', 'guzel', 'irish', 'coffee', 'de', 'içtiiim']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'E', 'T', 'T']",True,2,9.0,0.182,11.0,code_switched,positive,0.9960221648216248,positive,0.8613139390945435
272.0,Aynen... Rengini gösterebilmek her yigide nasip olmaz. True colors are allways beautiful.,"['bi', 'grande', 'white', 'chocolate', 'mocha', 'bi', 'de', 'aşure', 'alabilir', 'miyim']","['T', 'E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T']",True,4,6.0,0.4,10.0,code_switched,positive,0.994365930557251,positive,0.7633416056632996
273.0,Günün anlam ve önemine dair şarkı. Cidden stresten ölcem okul başlasın işlerim hallolsun da midterm ödev stresi vızz gelcek,"['whatsapp', 'grubumuz', 'bugun', 'cok', 'poncik', 'sevgilisiyle', 'donut', 'yiyen', 'kayinpederi', 'ile', 'raki', 'icen', 'bende', 'evde', 'elektronik', 'sigara', 'cekeliyorum']","['E', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,2,15.0,0.118,17.0,code_switched,negative,0.9417991638183594,negative,0.6118032336235046
274.0,What a beautiful girl seni ham yapsın mı,"['a', 'coffee', 'in', 'berlin', 'tam', 'da', 'moduma', 'göre', 'bir', 'film', 'çıktı', 'bu', 'tarz', 'çabasız', 've', 'akıp', 'giden', 'filmleri', 'seviyorum']","['E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,3,16.0,0.158,19.0,code_switched,positive,0.8016815185546875,positive,0.6606071591377258
275.0,Russian girls are beautiful than yours. Çatlayın. Crack down.,"['asırlardır', 'aşure', 'yapıp', 'birbirimize', 'dağıtıyoruz', 'artık', 'bi', 'rework', 'yapmanın', 'vakti', 'geldi', 'hadi', 'cheesecake', 'yapalım', 've', 'bütün', 'mahalleye', 'dağıtalım']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'T', 'T']",True,2,16.0,0.111,18.0,code_switched,positive,0.9801267385482788,negative,0.8693656325340271
276.0,"Annem o kadar güzel bir limonlu cheesecake yapmış ki iki dilim yedim, canım hemen kanıma karış hadi gimme some mutluluk hormonu gimme gimme","['çok', 'emek', 'verdim', 'onlarca', 'kez', 'denedim', 'ama', 'değdi', 'sonunda', 'evde', 'starbucks', 'kalitesinde', 'kahve', 'yapabiliyorum', 'latte', 'art', 'bile', 'yapabiliyorum']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'T', 'T', 'E', 'E', 'T', 'T']",True,3,15.0,0.167,18.0,code_switched,positive,0.9846363067626953,positive,0.7606834173202515
277.0,"Şimdi neyi kesecek dantel kefenliler?Hamburger, Donut, Iphone?","['mutlu', 'pazarlar', 'coffee', ""lover'ler""]","['T', 'T', 'E', 'E']",True,2,2.0,0.5,4.0,code_switched,negative,0.6770312190055847,neutral,0.5539501309394836
278.0,"Her şey  ""great"" se, bize great","['make', 'america', 'great', 'again', 'dediiii', 'çıktığı', 'yoldan', 'geri', 'dönmediiiii', 'çok', 'çalıştın', 'geçtin', 'başa', ""teksas'da"", 'kur', 'kasımpaşa']","['E', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,4,12.0,0.25,16.0,code_switched,positive,0.5837397575378418,positive,0.6987798810005188
279.0,Allah’ını seven chai tea latte alıp getirse ya bana.,"['sen', 'çok', 'yaşa', 'donald', 'trumpp']","['T', 'T', 'T', 'E', 'E']",True,2,3.0,0.4,5.0,code_switched,positive,0.6737264394760132,neutral,0.39250773191452026
280.0,1 saate kızılaya gelene büyük boy pumpkin spice latte hediye,"['white', 'chocolate', 'mocha', 'sever', 'misiniz', 'buse', 'hanım']","['E', 'E', 'E', 'T', 'T', 'T', 'T']",True,3,4.0,0.429,7.0,code_switched,positive,0.6674931645393372,neutral,0.485592246055603
281.0,Starbucksta white chocolate mocha içen kızlar için kahvede oralet içen zeynebi üzdünüz,"['kremalı', 'classic', 'hot', 'chocolate', 'ile', 'sıcak', 'çikolata', 'arasındaki', 'fark', 'sen', 'ben', 'dağ', 'bayır', 'çimenler']","['T', 'E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,3,11.0,0.214,14.0,code_switched,negative,0.9183667302131653,negative,0.92692631483078
282.0,"Mephistoda macbook eşliğinde latte yudumlayan kız,telefonda candy crush oynadığın arkandaki vitrinden görünüyor.","['hayatıma', 'cupcake', 'olarak', 'devam', 'etmek', 'istiyorum']","['T', 'E', 'T', 'T', 'T', 'T']",True,1,5.0,0.167,6.0,code_switched,positive,0.7063499689102173,neutral,0.6518328785896301
283.0,Viral olmasın ama kış akşamları latte ile şiir gibi gidiyor. Sonra gelsin külolar.,"['zahir', 'kafe', 'tarafından', 'down', 'sendromlu', 'çocuklar', 'ile', 'turkish', 'donut', 'isimli', 'yapım', 'atölyesi', 'gerçekleştirildi']","['T', 'T', 'T', 'E', 'T', 'T', 'T', 'E', 'E', 'T', 'T', 'T', 'T']",True,3,10.0,0.231,13.0,code_switched,positive,0.8831997513771057,neutral,0.41915374994277954
284.0,Çok guzel kızlarla buluştum hayat çok guzel irish coffee de içtiiim oooh,"['beautiful', 'piano', 'cover', 'ile', 'huzur', 'bulmaya', 'çalışıyor', 've', 'beynimde', 'ki', 'saçma', 'düşünceleri', 'uzaklaştırmaya', 'çalışıyorum']","['E', 'E', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,3,11.0,0.214,14.0,code_switched,positive,0.996077835559845,positive,0.904728353023529
285.0,bi grande white chocolate mocha bi de aşure alabilir miyim,"['sanırım', 'sonsuza', 'kadar', 'yapabileceğim', 'tek', 'eylem', 'mandalina', 'yemek', 'make', 'mandalina', 'great', 'again']","['T', 'T', 'T', 'T', 'T', 'T', 'T', 'T', 'E', 'T', 'E', 'E']",True,3,9.0,0.25,12.0,code_switched,negative,0.6285731792449951,neutral,0.5952007174491882
286.0,"WhatsApp grubumuz bugun cok poncik. Sevgilisiyle donut yiyen, kayinpederi ile raki icen... Bende evde elektronik sigara cekeliyorum.","['trileçe', 'fondü', 'waffle', 'güllaç', 'donut', 'pankek', 'cupcake', 'tatlı', 'krizinden', 'ölsem', 'dönüp', 'bakmam', 'şunlara', 'ahenksizler']","['T', 'T', 'E', 'T', 'E', 'T', 'E', 'T', 'T', 'T', 'T', 'T', 'T', 'T']",True,3,11.0,0.214,14.0,code_switched,negative,0.94741290807724,negative,0.620046854019165
